,id,comments_id,comments_created_time,comments_message,Clustering
5953,365304090334712_1017628878435560,1017628878435560_1017934951738286,2019-03-15T09:44:16+0000,المعروض على ايه لو سمحت,1
5954,365304090334712_1017628878435560,1017628878435560_1019881081543673,2019-03-18T12:07:33+0000,موديلات الجزامات والاسعار,4
5955,365304090334712_1017628878435560,1017628878435560_1019535558244892,2019-03-17T20:43:08+0000,ممكن.نموذج لترابيزات الانتريه والاسعار,4
5956,365304090334712_1017628878435560,1017628878435560_1018913258307122,2019-03-16T20:33:52+0000,ياريت صور ركنات واسعارها ضروري,4
5957,365304090334712_1017628878435560,1017628878435560_1018612808337167,2019-03-16T10:24:54+0000,العرض سارى الى متى,4
5958,365304090334712_1017628878435560,1017628878435560_1017876055077509,2019-03-15T06:55:24+0000,في عروض على غرف النوم,4
5959,365304090334712_1017628878435560,1017628878435560_1017658321765949,2019-03-14T19:57:54+0000,كدا كدا انتو عاملين تخفيض 7 ف الميه هل النسبه زادت,4
5960,365304090334712_1017628878435560,1017628878435560_1017641801767601,2019-03-14T19:14:01+0000,في عروض علي دواليب الاطفال,4
5961,365304090334712_1017628878435560,1017628878435560_1018585235006591,2019-03-16T09:31:05+0000,كان في عرض انتريه 17 400 الف من كام شهر لسه موجود,4
5962,365304090334712_1015858055279309,1015858055279309_1042041235994324,2019-04-23T06:35:59+0000,"من فضلك بعيد عن الاعلان
ممكن اعرف سرير 120سم سعره كم ولو في صورة ع الخاص يبء كتر خيركم والف شكر لكم",4
5963,365304090334712_1015858055279309,1015858055279309_1017324108466037,2019-03-14T08:05:03+0000,"على فكرة انا مصورة الانتريه بلون قماشه عند التعاقد  لونه رمادى 
ومصوراه الانتريه اللى جابوه  لونه بنى
ورفضت استلامه",4
5964,365304090334712_1015858055279309,1015858055279309_1016866135178501,2019-03-13T08:15:27+0000,احلى حاجه عندك حلوين اقسم بالله انا جايبه من عنده الكنبه السرير و2 فوتيه بتاعها و الترابيزه اللي يشوفها بقى لها حوالي سبع سنين باللي هم اللي يشوفوا بيقول لي لسه جايباهم النهارده وجاي باقول لك نوم لانني لا يمكن ان تتخيلوا الجمال الجمال و ترابيزه السفره المدوره اللي كانت في العرض دي والكراسي بتاعها اللي هم بالجوبلان هم او الكنبه السرير حاجه لا لا يمكن لا يمكن على الجمال والحلاوه بجد الفلوس بتتحط في مكانها عنده حتى لو الحاجه غاليه بس حاجات شيك قوي قوي قوي قوي ترابيزات سفره اوض نوم شباب لا بجد بجد والله العظيم مش كل حاجه يقول لسه جايباه بجد الله يبارك لهم في صحتهم وفي حاجات هم تحفه تحفه تحفه,4
5965,365304090334712_1015858055279309,1015858055279309_1018997111632070,2019-03-17T00:19:41+0000,"خالد جميل جمعه السيد 
خريج 2017
ليسانس اداب قسم علم نفس تخصص اكلينكي 
السن 25سنه 
ممكن رقم لتواصل او رقمي اهو للمتابعه",4
5966,365304090334712_1015858055279309,1015858055279309_1018677601664021,2019-03-16T12:51:51+0000,,4
5967,365304090334712_1015858055279309,1015858055279309_1015932838605164,2019-03-11T14:49:06+0000,اناافهم جدا فى المبيعات ولاكن عند29 ومهل عالى هل هناك اثتثناء ومقيم بحلوان برجاء الردعلى ت01159103868,4
5968,365304090334712_1015858055279309,1015858055279309_1037826433082471,2019-04-16T15:40:44+0000,ابني بكالوريوس تجارة 2017 وعنده 24 سنه من المعموره اسكندرية وشغال كاشير ينفع عندكم,4
5969,365304090334712_1015858055279309,1015858055279309_1034705436727904,2019-04-11T14:50:00+0000,محمود صلاح ليسانس حقوق ت01149905886 مقيم باسكندريه العجمى,4
5970,365304090334712_1015858055279309,1015858055279309_1017630838435364,2019-03-14T18:43:06+0000,انا كنت شغال مندوب مبيعات لدى شركة روكسي وأيضا عملت امين مخزن في نفس الشركة 01116348589,4
5971,365304090334712_1015858055279309,1015858055279309_1018931931638588,2019-03-16T21:17:22+0000,التواصل ازااي,4
5972,365304090334712_1015858055279309,1015858055279309_1018578025007312,2019-03-16T09:08:32+0000,بعت من يوم 25 فبراير و موصليش اي رد,4
5973,365304090334712_1015858055279309,1015858055279309_1041080176090430,2019-04-21T18:43:15+0000,عاوزة رقم فون,4
5974,365304090334712_1015858055279309,1015858055279309_1042095959322185,2019-04-23T09:13:13+0000,تم 01095105645,4
5975,365304090334712_1015858055279309,1015858055279309_1017888201742961,2019-03-15T07:34:08+0000,متابع,4
5976,365304090334712_1015858055279309,1015858055279309_1041309509400830,2019-04-22T03:51:19+0000,مينفعش مهندسه تصميمات مطابخ خريجة فنون تطبقيه حلوان ارجو الرد,4
5977,365304090334712_1015858055279309,1015858055279309_1040547686143679,2019-04-20T22:07:49+0000,مبيعات خبرة 11سنة السن 35,4
5978,365304090334712_1015858055279309,1015858055279309_1018098838388564,2019-03-15T14:43:45+0000,تفاصيل,4
5979,365304090334712_1015858055279309,1015858055279309_1037993099732471,2019-04-16T21:32:12+0000,بكالوريوس دراسات سياحيه عين شمس  السكن 25 السن,4
5980,365304090334712_1015858055279309,1015858055279309_1034255013439613,2019-04-10T20:21:24+0000,م,4
5981,365304090334712_1015858055279309,1015858055279309_1036809983184116,2019-04-15T00:49:39+0000,المرتبات كام,0
5982,365304090334712_1015858055279309,1015858055279309_1038757452989369,2019-04-18T03:37:40+0000,المرتبات كيف,4
5983,365304090334712_1015858055279309,1015858055279309_1036690926529355,2019-04-14T20:20:19+0000,مينفعش حد كبير,4
5984,365304090334712_1015858055279309,1015858055279309_1017702788428169,2019-03-14T22:02:14+0000,جف,4
5985,365304090334712_1015858055279309,1015858055279309_1036773743187740,2019-04-14T23:21:25+0000,م,4
5986,365304090334712_1015858055279309,1015858055279309_1036257553239359,2019-04-14T03:55:16+0000,Khigihobohpbp,4
5987,365304090334712_1012369182294863,1012369182294863_1348732705325174,2020-05-18T18:49:46+0000,كام سعر السرير المتداخل. اللى موجود بالصورة. وهل متوافر حاليا,0
5988,365304090334712_1012369182294863,1012369182294863_1220114911520288,2019-12-15T11:16:18+0000,ممكن اشوف موديلات جزامة والوان ايه,4
5989,365304090334712_1012369182294863,1012369182294863_1106806422851138,2019-07-26T10:14:41+0000,عاوزة غرف سفرة مع بيان نوع الخشب واسعارها ومكتبات وجزامات,4
5990,365304090334712_1012369182294863,1012369182294863_1018036178394830,2019-03-15T12:49:23+0000,من فضلكم هل في عندكم اعاده شراء مثلا انتريه استخدام بسيط ..تم شراءه من سنتين؟..وهل في خدمه اعاده فك و تركيب في حاله نقل المفروشات من سكن ل سكن؟,4
5991,365304090334712_1012369182294863,1012369182294863_1016262538572194,2019-03-12T05:53:01+0000,لو تكرمت عايزة صور موديلات وأسعار انتريهات وركنات وحجرةنوم سريرين120 وطبعا دولاب وكومودينو وتسريحة ولكم جزيل الشكر,4
5992,365304090334712_1012369182294863,1012369182294863_1016396231892158,2019-03-12T12:32:09+0000,من فضلك أسعار غرفة نوم وغرفة نوم اطفال وسفرة كاملة وانترية وركنة وياريت إرسال صور وسعر كل غرفة على حدة ومصاريف الشحن الى محافظة الغربية وشكرا,4
5993,365304090334712_1012369182294863,1012369182294863_1016820855183029,2019-03-13T05:53:56+0000,"من فضلك عايزة صور واسعار غرف نوم واطفال وسفرة وانتريهات ...
هل عندكم موقع علي النت معروض فيه منتجاتكم؟؟",4
5994,365304090334712_1012369182294863,1012369182294863_1058879634310484,2019-05-18T17:09:51+0000,"عايز نوم رئيسيه سرير ١٧٠سم 
ونوم اطفال ٢ سرير ١٢٠سم ودولاب جرار وواحد كومو
ونوم ٢سرير ١٥٠ سم ودولاب جرار وواحد كومو 
وانتريه ٢ كتبه و٢ كرسى كبير عالى",4
5995,365304090334712_1012369182294863,1012369182294863_1014341788764269,2019-03-08T17:37:30+0000,انا عندى شقه فى التجمع الخامس وعايزه اعمل مطبخ كلاسيك خشب كونتر قشرة ارو كيفبه حساب الوحده متر اعلى وأسفل العلوى عمق 40 سم والسفلى 60 سم وماهو اقرب فرع للتجمع,4
5996,365304090334712_1012369182294863,1012369182294863_1066753143523133,2019-05-30T00:28:34+0000,أسعار غرفة نوم من سرير ١٢٠ودولاب لفرد ومكتب ، يعني غرفه لواحد ، كام سعرها تقريبا,0
5997,365304090334712_1012369182294863,1012369182294863_1064220040443110,2019-05-26T08:04:35+0000,ممكن كنب سرير أشكاله واسعاره؟,4
5998,365304090334712_1012369182294863,1012369182294863_1057126894485758,2019-05-16T05:58:46+0000,"صور سرير 120 ودولاب 2 متر
وانتريهات ولكنه
والاسعار",4
5999,365304090334712_1012369182294863,1012369182294863_1015212175343897,2019-03-10T08:23:02+0000,لو سمحت عايزه صور لغرف اطفال سريرين مقاس 120 ودولاب وكومود  والاسعار,1
6000,365304090334712_1012369182294863,1012369182294863_1068414740023640,2019-06-01T10:42:17+0000,عايزه صورحجرات نوم أطفال وكبار,4
6001,365304090334712_1012369182294863,1012369182294863_1068111230053991,2019-05-31T22:43:15+0000,ممكن اطلب جزامة وألا لازم اروح الفرع,4
6002,365304090334712_1012369182294863,1012369182294863_1068098250055289,2019-05-31T22:15:32+0000,لو ممكن اشوف جزامه خشب مفتوحه والسعر كام,0
6003,365304090334712_1012369182294863,1012369182294863_1067170680148046,2019-05-30T15:12:24+0000,من فضلك عايزه اعرف عند شراء دولاب  ممكن انا اللي احدد المقاسات و لا في مقاسات محدده,4
6004,365304090334712_1012369182294863,1012369182294863_1063186803879767,2019-05-24T21:22:09+0000,هل متوفر كنبه سرير ياريت الاشكال والاسعار شكرا,4
6005,365304090334712_1012369182294863,1012369182294863_1062109570654157,2019-05-23T07:05:34+0000,سعر غرفه  شباب والموديل والمواصفات ومقاس السرير ١٢٠,0
6006,365304090334712_1012369182294863,1012369182294863_1058407997690981,2019-05-18T01:29:59+0000,سرير مقاس ١٢٠ سم و دولاب صغير لحجرة اطفال ... سعرهم في حدود كام ؟,4
6007,365304090334712_1012369182294863,1012369182294863_1057158294482618,2019-05-16T07:21:07+0000,السلام عليكم..هل في سفرة تكبر وتصغر,4
6008,365304090334712_1012369182294863,1012369182294863_1017868691744912,2019-03-15T06:27:11+0000,من فضلك ممكن صور لاوض نوم اطفال واسعارها بليز,4
6009,365304090334712_1012369182294863,1012369182294863_1015402985324816,2019-03-10T16:15:04+0000,انا شاري غرفة نوم من عندكم المقابض اتكسرت أجيبها منين موجودة  عندكم,4
6010,365304090334712_1012369182294863,1012369182294863_1014665615398553,2019-03-09T09:42:59+0000,لو سمحت ممكن صور لدولاب اطفال جرار Mffco Helwan - مفكو حلوان,1
6011,365304090334712_1012369182294863,1012369182294863_1012852612246520,2019-03-06T08:35:37+0000,لو سمحت عايز غرفة أطفال وغرفة نوم+  النيش بس محتاج مجموعة صور للاختيار,1
6012,365304090334712_1012368142294967,1012368142294967_1424704484394662,2020-08-19T13:20:29+0000,هل يوجد شكل تاني من تربيزات الشاي والأسعار لو سمحت,1
6013,365304090334712_1012368142294967,1012368142294967_1513296955535414,2020-11-26T17:44:17+0000,هل متاحه حتي الان,4
6014,365304090334712_1012368142294967,1012368142294967_1016144715250643,2019-03-12T00:45:55+0000,السعر كام والشحن كفر الشيخ,4
6015,365304090334712_1012368142294967,1012368142294967_1035460709985710,2019-04-12T20:24:17+0000,السلام عليكم ورحمة الله وبركاته  ، هى الترابيزة دى رجع الخصم عليها ؟؟؟ ... انا جت لى الرسالة دى ومش عارفة المنتجات اللى عليها الخصم ...,4
6016,365304090334712_1012368142294967,1012368142294967_1013554812176300,2019-03-07T12:29:07+0000,هل يوجد شراء من غير زيارة المعرض,4
6017,365304090334712_1012368142294967,1012368142294967_1016301371901644,2019-03-12T07:55:46+0000,ماشاء الله ربنا يبارك لكم منتجاتكم تحفة,4
6018,365304090334712_1012368142294967,1012368142294967_1013592832172498,2019-03-07T13:57:28+0000,كل منتجاتكم جميل بالتوفيق دائما يارب,4
6019,365304090334712_1012368142294967,1012368142294967_1012399788958469,2019-03-05T11:21:46+0000,لوسمحتم هى الوانها ايه وليها عجل ولا لا لسن مش باين فى الصورة,4
6020,365304090334712_1012368142294967,1012368142294967_1040813256117122,2019-04-21T09:23:54+0000,الترابيزه دي غير موجوده بفرع مفكو في الهرم لو عاوزه اشوفها ع الحقيقه فرع ايه متواجده فيه وشكرا,4
6021,365304090334712_1012368142294967,1012368142294967_1012506702281111,2019-03-05T15:28:18+0000,هل متوفر كراسى سفره بضهر مبطن,4
6022,365304090334712_1012368142294967,1012368142294967_1017265221805259,2019-03-14T05:29:46+0000,هل يوجد ترابيزه صالون من نفس نوع الخشب ده نفس اللون مع  ٢ ترابيزه جانبيه,4
6023,365304090334712_1012368142294967,1012368142294967_1016526201879161,2019-03-12T16:23:36+0000,الموديلات القديمه ام عجل كبير ويد مثل عربيه الطفل مازالت بتنتج وفي اي فرع في مصر اجدها,4
6024,365304090334712_1012368142294967,1012368142294967_1014108838787564,2019-03-08T10:07:38+0000,لو سمحت في الوان او درجات لون من ترابيزة الشاي علشان اقدر اختار لان عاوزاها اون لاين,4
6025,365304090334712_1012368142294967,1012368142294967_1107176239480823,2019-07-26T22:02:09+0000,انا عايزه الترابيزه دي ؟؟,4
6026,365304090334712_1012368142294967,1012368142294967_1024320984433016,2019-03-25T23:07:32+0000,الخصم لسه موجود بالنسبة لتربيزه الشاي أرجو الرد,4
6027,365304090334712_1012368142294967,1012368142294967_1021110308087417,2019-03-20T13:45:20+0000,مازلت متوفرة بنفس السعر؟ و فى اى فرع؟,4
6028,365304090334712_1012368142294967,1012368142294967_1016682798530168,2019-03-12T22:53:19+0000,ممكن ايه مقاساتها طول عرض ارتفاع فيها عجل كويس,4
6029,365304090334712_1012368142294967,1012368142294967_1016025648595883,2019-03-11T18:30:57+0000,لو سمحت ممكن اعرف ثمن ترابيزه سفره و8 كراسى منجدة الظهر كاام,1
6030,365304090334712_1012368142294967,1012368142294967_1015230432008738,2019-03-10T09:08:37+0000,الشحن للاسكندرية كام من فضلكم. وايه الالوان المتاحه,4
6031,365304090334712_1012368142294967,1012368142294967_1013999542131827,2019-03-08T06:46:48+0000,حقيقي كل منتجاتكم ممتازة عن تجربة,4
6032,365304090334712_1012368142294967,1012368142294967_1013129555552159,2019-03-06T17:41:43+0000,ممكن التوصيل العباسيه ..اللون جوز ولا موجنه.,4
6033,365304090334712_1012368142294967,1012368142294967_1012837922247989,2019-03-06T07:49:07+0000,لو سمحت عايزه واحده هل فى توصيل للمنازل انا من حلوان,1
6034,365304090334712_1012368142294967,1012368142294967_1012385218959926,2019-03-05T10:39:56+0000,محتاجة واحدة الشحن للاسكندرية كام من فضلكم وشكرا,4
6035,365304090334712_1012368142294967,1012368142294967_1012974715567643,2019-03-06T12:14:57+0000,"حقيقة جميلة ....... للاسف مش محتاجها -- 

محتاجة ترابيزة 60X60 ســـــــم / ارتفاعها 80 سم بنفس الخامة",4
6036,365304090334712_1012368142294967,1012368142294967_1016682481863533,2019-03-12T22:52:19+0000,ألوانها ايه من فضلك,4
6037,365304090334712_1012367178961730,1012367178961730_1391868354344942,2020-07-11T04:40:57+0000,متوفرة فرع سموحة؟,4
6038,365304090334712_1012367178961730,1012367178961730_1017912758407172,2019-03-15T08:51:09+0000,إللى بيعرف فى الديكور الترابيزة  دى تستخدم لايه ياريت تساعدونى,4
6039,365304090334712_1012367178961730,1012367178961730_1017283581803423,2019-03-14T06:20:39+0000,ممكن نشوف عروض غزف النوم والصالونات ولسفره,4
6040,365304090334712_1012367178961730,1012367178961730_1016164628581985,2019-03-12T01:50:08+0000,"ولا اروع منتهى الجمال والذوق
ممكن تنفع لليفنج",4
6041,365304090334712_1012367178961730,1012367178961730_1014071898791258,2019-03-08T08:25:44+0000,ممكن شكل الجزامه وسعرها وفي القوات المسلحه عباسيه اومكان قريب لشبرا او توصيل,4
6042,365304090334712_1012367178961730,1012367178961730_1015800201951761,2019-03-11T11:54:33+0000,فى توصيل للمنازل وفى تربيزة طول القرصة 150,4
6043,365304090334712_1012367178961730,1012367178961730_1015207695344345,2019-03-10T08:10:53+0000,ممكن شكل الترابيزة اللى بتتفتح وتتطبق,4
6044,365304090334712_1012367178961730,1012367178961730_1013223668876081,2019-03-06T21:52:29+0000,هل يوجد ترابيزه بيضاويه ثلاث قطع بتتقفل من الجنبين,4
6045,365304090334712_1012367178961730,1012367178961730_1014740582057723,2019-03-09T12:13:02+0000,اشتريت واحدة ياريت تخلوا القرصة مربعة لان القرصة البيضاوية مش عملية,4
6046,365304090334712_1012367178961730,1012367178961730_1016215085243606,2019-03-12T04:38:48+0000,لو رحت معرض جزيره العرب الاقى فيه كل المعروضات يعنى غرف نوم وسفره وتربيزات وركنه,4
6047,365304090334712_1012367178961730,1012367178961730_1016106661921115,2019-03-11T22:45:09+0000,صور للجزامات و غرف النوم و الأطفال  مع الأسعار لو سمحتم,4
6048,365304090334712_1012367178961730,1012367178961730_1013248592206922,2019-03-06T23:23:49+0000,هل موجودة فى مؤسسة العباسية للقوات المسلحة؟,4
6049,365304090334712_1012367178961730,1012367178961730_1013075762224205,2019-03-06T16:00:57+0000,عايزه صورترابيزه سفرة صغيرةلاتاخذ حجم فالمكان,4
6050,365304090334712_1012367178961730,1012367178961730_1012940428904405,2019-03-06T11:25:34+0000,"ممكن صور للجزامات 
مقاس متر ارتفاع وعرض خمسين سم بعمق سبعه وعشرين سم
واشكركم",4
6051,365304090334712_1012367178961730,1012367178961730_1014206662111115,2019-03-08T13:52:58+0000,ممكن صور الجزمات واسعارها والكنب السرير,4
6052,365304090334712_1012367178961730,1012367178961730_1015763948622053,2019-03-11T10:16:44+0000,عايزة جزامة,4
6053,365304090334712_1012367178961730,1012367178961730_1012368535628261,2019-03-05T09:51:38+0000,كونتر ولا ام دي اف,4
6054,365304090334712_1012367178961730,1012367178961730_1015577928640655,2019-03-11T00:01:39+0000,صور للجزامات والكنبة السرير مع الأسعار لو سمحتم,4
6055,365304090334712_1012367178961730,1012367178961730_1016693648529083,2019-03-12T23:28:51+0000,في مكاتب صغيره لو سمحت,1
6056,365304090334712_1012367178961730,1012367178961730_1014601905404924,2019-03-09T06:22:51+0000,السعر كام,2
6057,365304090334712_1012367178961730,1012367178961730_1017932528405195,2019-03-15T09:40:27+0000,عايزه واحده,4
6058,365304090334712_1012367178961730,1012367178961730_1017847498413698,2019-03-15T05:15:31+0000,ايه ده,4
6059,365304090334712_1012367178961730,1012367178961730_1017719441759837,2019-03-14T22:50:24+0000,غرف نوم شباب بس 3فى غرفه,4
6060,365304090334712_1012367178961730,1012367178961730_1017346738463774,2019-03-14T09:07:20+0000,الله ينور,4
6061,365304090334712_1012367178961730,1012367178961730_1017321331799648,2019-03-14T07:56:23+0000,الله ينور,4
6062,365304090334712_1012365402295241,1012365402295241_472942363354112,2019-11-25T14:14:39+0000,متاح من فضلك وفي عروض للبلاك فرايداي,4
6063,365304090334712_1012365402295241,1012365402295241_3568899039884263,2020-12-05T16:31:50+0000,ممكن اعرف الكنبه دي بسحارة؟ وسعرها كام؟,0
6064,365304090334712_1012365402295241,1012365402295241_416155366459511,2020-11-21T04:46:03+0000,رجاء واوتساب للاستفسار,4
6065,365304090334712_1012365402295241,1012365402295241_788431071888960,2020-11-17T04:15:54+0000,بكم الكنبه ,4
6066,365304090334712_1012365402295241,1012365402295241_1013241202207661,2019-03-06T22:56:00+0000,المكان ده منتجاته عاليه جدا ولا شكوى منها جهزت منهم بيتى الجديد ...صالون وانتريه وحجره شبابيه ده غير الترابيزات والبوفات ..كله تحفه,4
6067,365304090334712_1012365402295241,1012365402295241_2451816704903883,2019-08-16T13:25:22+0000,لو سمحت بكام الكنبه السرير ده والخصم موجود والآن وموجوده في فروع سموحه الاسكندريه ولا ايه,1
6068,365304090334712_1012365402295241,1012365402295241_376374166376256,2019-08-31T20:41:28+0000,لو سمحت بكام في الوقت الحالي وفيه الوان القماش بتاعه,1
6069,365304090334712_1012365402295241,1012365402295241_1012901142241667,2019-03-06T10:26:15+0000,كنت عايزه طقم كنبه كبيره واربع كراسي واقدر اشيل وانضف من تحتهم خفيف الوزن ومش مقفل من تحت وترابيزه السعر الشحن الإسماعيليه,4
6070,365304090334712_1012365402295241,1012365402295241_1015975918600856,2019-03-11T16:22:44+0000,"منتجاتكم من الذوق والرقى والمتانة صراحة أنا مجهزة شقتى من 2007 بأثاث لغاية الأن 
ما شاء الله زى ما هو غير الأحترام في المعاملة  فوق الرائع",4
6071,365304090334712_1012365402295241,1012365402295241_130271484941736,2019-09-11T17:29:27+0000,لو سمحت هو ممكن الفوتيه كمان يتفتح سرير,1
6072,365304090334712_1012365402295241,1012365402295241_1013115928886855,2019-03-06T17:19:17+0000,عندي طقم الانتريه شبه كدا موديل قديم الكنبه بتتفنح سرير بس عاوزه التنجيد للكنبه والكراسي الاربعه ممكن والسعر كام فضلك لو كان ممكن,4
6073,365304090334712_1012365402295241,1012365402295241_488784748364847,2019-08-17T02:41:06+0000,لو سمحت  فيه جزامة و ترابيزة كومبيوتر و ترابيزة تليفزيون  مقاس آت صغيرة شوية,1
6074,365304090334712_1012365402295241,1012365402295241_1014509558747492,2019-03-09T01:33:58+0000,فيه غرف اطفال دورين...ولو متوفر يكون ايه نوع خشب و الاسعار و الاشكال,4
6075,365304090334712_1012365402295241,1012365402295241_1014015268796921,2019-03-08T07:38:00+0000,استأذن حضرتك والكنبه مفتوحه سرير ارتفاعها عن الأرض تقريبا كام سم,4
6076,365304090334712_1012365402295241,1012365402295241_1012983072233474,2019-03-06T12:37:39+0000,ممكن اعرف طريقه الدفع هل بيكون المبلغ كامل و لا علي اجزاء؟,4
6077,365304090334712_1012365402295241,1012365402295241_1014372038761244,2019-03-08T18:55:58+0000,محترمين طول عمركم وخاماتكم متينه واسعاركم مناسبه واذواقكم راقيه,4
6078,365304090334712_1012365402295241,1012365402295241_1013500655515049,2019-03-07T10:03:30+0000,لو سمحت ٢فوتية وكنبة سرير بكام وهل الكنبة ارابيسك وفي تخفيض بمناسبة عيد الام,1
6079,365304090334712_1012365402295241,1012365402295241_543857299523562,2019-11-28T23:48:18+0000,ممكن اعرف سعرها الحالي في الخصومات,0
6080,365304090334712_1012365402295241,1012365402295241_114452403078381,2019-04-15T21:23:37+0000,"الحمد لله رب العالمين 
لسه في ضمير واخلاص في العمل 
جزاكم الله خيرا",4
6081,365304090334712_1012365402295241,1012365402295241_365246210748311,2019-04-01T10:58:07+0000,العرض على الكنبه لسه موجود,4
6082,365304090334712_1012365402295241,1012365402295241_115916502905803,2019-03-16T22:29:24+0000,الفوتية إذا اتعمل بيتفتح زي السرير هيبقي تحفة جداً,4
6083,365304090334712_1012365402295241,1012365402295241_155070975506053,2019-03-15T17:31:16+0000,فعلا عندكم مصدقيه وجوده في الخامات والتزام بالمواعيد انا مجربه وجبت جهاز ابنى كله من عندكم,4
6084,365304090334712_1012365402295241,1012365402295241_472962956575019,2019-03-15T16:34:03+0000,لو سمحت ارتفاع طبقه الاسفنج الواحده كم سنتي عند فتح الكنبة لسرير ؟,1
6085,365304090334712_1012365402295241,1012365402295241_1016713471860434,2019-03-13T00:35:02+0000,ناس محترمة جدا واثاث ذو جودة عالية شكراً,4
6086,365304090334712_1012365402295241,1012365402295241_1015622281969553,2019-03-11T02:35:54+0000,ماشاء الله  ..رائع كل عرض بتنزلوه احسن من الي قبله منافسه جيده جدا لمنتجاتكم المتميزه ...,4
6087,365304090334712_1009740922557689,1009740922557689_1012015722330209,2019-03-04T16:28:13+0000,Hagar Mahmoudورية لمصطفي,4
6088,365304090334712_1009740922557689,1009740922557689_1011409922390789,2019-03-03T13:16:13+0000,عاوزة اعرف عرض ترابيزه ندى كام سم,0
6089,365304090334712_1009740922557689,1009740922557689_1009891175875997,2019-02-28T20:16:33+0000,لوسمحت احنا ارسلنا cv ولم يتم الرد لكم جزيل الشكر,4
6090,365304090334712_1009740922557689,1009740922557689_1014681345396980,2019-03-09T10:17:18+0000,عصام احمد من حلوان ومع رخصه مهنيه وسنين ٢٤سنه رقم ٠١١٢٣٢٧٩٢٠٥,4
6091,365304090334712_1009740922557689,1009740922557689_1009802419218206,2019-02-28T16:56:14+0000,ممكن لو سمحت موظفى المبيعات المؤهل العالى والمواعيد ايه والمرتب كام,1
6092,365304090334712_1009740922557689,1009740922557689_1013460288852419,2019-03-07T08:18:42+0000,موظف المبيعات يكون خريج ايه؟,4
6093,365304090334712_1009740922557689,1009740922557689_1015588048639643,2019-03-11T00:36:06+0000,گام المرتب,4
6094,365304090334712_1009740922557689,1009740922557689_1012734468925001,2019-03-06T02:22:27+0000,مش عاوزه سوقن ده 01068690358,4
6095,365304090334712_1009740922557689,1009740922557689_1016895391842242,2019-03-13T09:08:52+0000,بالنسبة للمرتبات؟,4
6096,365304090334712_1009740922557689,1009740922557689_1011056375759477,2019-03-02T20:11:10+0000,سا ئقين,4
6097,365304090334712_1009740922557689,1009740922557689_1011003735764741,2019-03-02T17:54:09+0000,عاوزين...نجارين...خبره.,4
6098,365304090334712_1009740922557689,1009740922557689_1017237978474650,2019-03-14T04:29:01+0000,انا استرجي,4
6099,365304090334712_1009740922557689,1009740922557689_1011271289071319,2019-03-03T06:32:07+0000,عند خبره في التنجيد وتركيب الستاير,4
6100,365304090334712_1009740922557689,1009740922557689_1011051825759932,2019-03-02T19:56:03+0000,تم,4
6101,365304090334712_1009740922557689,1009740922557689_1016292098569238,2019-03-12T07:29:37+0000,01211817416,4
6102,365304090334712_1009740922557689,1009740922557689_1015799178618530,2019-03-11T11:52:07+0000,سائقين 01272339065,4
6103,365304090334712_1009740922557689,1009740922557689_1009812289217219,2019-02-28T17:19:43+0000,مش محتجين صنيعيه,4
6104,365304090334712_1009740922557689,1009740922557689_1010834312448350,2019-03-02T11:03:29+0000,Ok,4
6105,365304090334712_1009740922557689,1009740922557689_1017679635097151,2019-03-14T20:46:28+0000,Ok,4
6106,365304090334712_1009740922557689,1009740922557689_1014369502094831,2019-03-08T18:49:08+0000,تم,4
6107,365304090334712_1009740922557689,1009740922557689_1011089429089505,2019-03-02T21:53:47+0000,,4
6108,365304090334712_1009740922557689,1009740922557689_1011636599034788,2019-03-03T22:12:31+0000,Om Abdalla,4
6109,365304090334712_1009740922557689,1009740922557689_1012440428954405,2019-03-05T12:59:10+0000,Ahmed El Basha,4
6110,365304090334712_1009740922557689,1009740922557689_1011927139005734,2019-03-04T12:56:35+0000,"Peace be upon you and God's mercy and blessings Welcome to Deposit page We offer a valuable article of forensic science in which we follow the Prophet Muhammad ﷺ Do the page on the first witness 
Do not forget to leave a comment
In ensuring that our publications reach you
And their appearance 
in your latest news
 https://m.facebook.com/story.php?story_fbid=359588544865317&id=100024425241851",4
6111,365304090334712_1009740922557689,1009740922557689_1011849442346837,2019-03-04T09:15:19+0000,Marwa Abdelrahman,4
6112,365304090334712_1005422256322889,1005422256322889_1261630014035444,2020-01-29T18:56:44+0000,ممكن اعرف سعرها الحالي؟,0
6113,365304090334712_1005422256322889,1005422256322889_1376453612553083,2020-06-22T09:46:16+0000,الترابيزه دي موجوده ناو,4
6114,365304090334712_1005422256322889,1005422256322889_1342844982580613,2020-05-11T04:54:55+0000,"صباح  الخير ، المقاس الصغير كام؟ هل متاح؟
شكرا  للافادة",4
6115,365304090334712_1005422256322889,1005422256322889_1469267153271728,2020-10-08T21:41:01+0000,بكام,3
6116,365304090334712_1005422256322889,1005422256322889_1008901585974956,2019-02-27T05:12:55+0000,كمان عايزة مكتبين صغيرين،سعرهم كمان ولو فيه دولاب فضية سعره كام ،وكله التوصيل لاسيوط مع ترابيزة TV.تكلفة اجمالية كام.,4
6117,365304090334712_1005422256322889,1005422256322889_1006408689557579,2019-02-22T22:18:04+0000,لماذا تحصر مفكو نفسها في موديلات قديمة ... لماذا لا تضيف الحداثة لتصاميمها ... المنتج جيد والجودة عالية والثقة عالية ... التصاميم لا والف لا مع عصر يمتلئ بالابداع,4
